Event ID,Title,Organizer,Start (PT),Address,Description,URL,Fee
1478436666869,Network Collaborate and Invest in Nifty Avenue for 2026 Launch,"NIFTY: Novel, Fashion, Film, Network",2025-07-11 04:30,Online,Empowering second-chance fashion stories with global co-creation for 50+. Connect with Nifty Avenue’s sustainable capsule by May 2026.,https://www.eventbrite.com/e/network-collaborate-and-invest-in-nifty-avenue-for-2026-launch-tickets-1478436666869,free
1255078336089,Chronically Marvellous Support Group,Chronically Marvellous,2025-07-11 04:30,Online,"Join Chronically Marvellous Support Group, an online weekly event where we come together to share experiences & support each other.",https://www.eventbrite.co.uk/e/chronically-marvellous-support-group-tickets-1255078336089,free
1389211732689,Peer Support Forum,Gaddum,2025-07-11 04:30,Online,"Join us at the Peer Support Forum to connect with others, share experiences, and receive valuable support in a safe online space!",https://www.eventbrite.co.uk/e/peer-support-forum-tickets-1389211732689,free
1401651199469,Sommeredition – Positive Leadership Talk mit Top-Leadern in 77 min,Norbert Heining - SAM HR Kompetenzcenter GmbH,2025-07-11 04:30,Online,Inspirierender Talk mit Top Leadern zu ihren Erfahrungen,https://www.eventbrite.com/e/sommeredition-positive-leadership-talk-mit-top-leadern-in-77-min-tickets-1401651199469,free
1454819196379,Building Resilience: Cultivate Trust and a Growth Mindset Culture,The Smart Working Revolution,2025-07-11 05:00,Online,Leaders with skills to create a culture built on trust & psychological safety promote innovation and engagement. Delivered online via Teams,https://www.eventbrite.co.uk/e/building-resilience-cultivate-trust-and-a-growth-mindset-culture-tickets-1454819196379,free
1416887611989,iCAN Skills Masterclass Virtual Panel: Accelerate Your Underwriting Career,Insurance Cultural Awareness Network (iCAN),2025-07-11 05:00,Online,"Join iCAN for our virtual session in our Skills Masterclass Series, designed to support and inspire professionals across the industry.",https://www.eventbrite.co.uk/e/ican-skills-masterclass-virtual-panel-accelerate-your-underwriting-career-tickets-1416887611989,free
1449433126499,HR hot topics,The CIPD Branch in Coventry and Warwickshire,2025-07-11 05:00,Online,"Join us for HR hot topics, the must-attend online session for HR professionals at all levels!",https://www.eventbrite.co.uk/e/hr-hot-topics-tickets-1449433126499,free
1482006404049,Black Women's Circle,Cync,2025-07-11 05:00,Online,Come join us for a virtual gathering celebrating and uplifting black women in a safe and empowering space.,https://www.eventbrite.co.uk/e/black-womens-circle-tickets-1482006404049,free
1458501369859,Cancer Support Community of East Tennessee -- ZOOM,TSHCSW Mid East Council,2025-07-11 05:30,Online,"Denise Stillman, PhD will be providing education on the Cancer Support Community of East Tennessee and discussing best oncology practices.",https://www.eventbrite.com/e/cancer-support-community-of-east-tennessee-zoom-tickets-1458501369859,free
1437219745949,Careers Leader Roundtable 1,Changing Education Group,2025-07-11 05:30,Online,CEG clients: Join Karl to explore tools and plans for delivering work experience.,https://www.eventbrite.co.uk/e/careers-leader-roundtable-1-tickets-1437219745949,free
1415719307559,"IMC Chicago July 11, 2025  Challenges  Fri - Bring Your Questions",IMC USA - Chicagoland,2025-07-11 05:30,Online,IMC Chicagoland is a community of professional consultants. Monthly meetings held on first 3 Fridays. Please plan to join us sometime soon.,https://www.eventbrite.com/e/imc-chicago-july-11-2025-challenges-fri-bring-your-questions-registration-1415719307559,free
1467822960989,"Planning Club (Fri 11 July, 1.30pm UK-time)",Planning Club,2025-07-11 05:30,Online,"When life feels overwhelming, planning can help - Planning Club is a supportive space that gives time to focus on your plans (big and small)",https://www.eventbrite.co.uk/e/planning-club-fri-11-july-130pm-uk-time-tickets-1467822960989,GBP 15.00
1459039800319,English Movie Chat with Chestnut,CMClub,2025-07-11 05:30,Online,Improve your spoken English while talking about movies!,https://www.eventbrite.hk/e/english-movie-chat-with-chestnut-tickets-1459039800319,USD 2.00
1481677099089,"Employee Engagement 1-Day Workshop by LearneRRing|Santa Maria, CA",LearneRRing,2025-07-11 06:00,Online,Join us for a jam-packed day of learning how to improve your organizational skills with LearneRRing!,https://www.eventbrite.com/e/employee-engagement-1-day-workshop-by-learnerringsanta-maria-ca-tickets-1481677099089,USD 549.00
1442812544159,"Practical Sales Skills 1-Day Workshop by Learnerring |Brownsville, TX",LearneRRing,2025-07-11 06:00,Online,Get ready to level up your sales game with Learnerring's 1-day workshop - practical skills and insider tips guaranteed!,https://www.eventbrite.com/e/practical-sales-skills-1-day-workshop-by-learnerring-brownsville-tx-tickets-1442812544159,USD 549.00
1459229367319,"Employee Engagement 1-Day Workshop by LearneRRing|Joliet, IL",LearneRRing,2025-07-11 06:00,Online,Get ready to level up your sales game with Learnerring's 1-day workshop - practical skills and insider tips guaranteed!,https://www.eventbrite.com/e/employee-engagement-1-day-workshop-by-learnerringjoliet-il-tickets-1459229367319,USD 549.00
1459224703369,"Employee Engagement 1-Day Workshop by LearneRRing|Hollywood, FL",LearneRRing,2025-07-11 06:00,Online,Get ready to level up your sales game with Learnerring's 1-day workshop - practical skills and insider tips guaranteed!,https://www.eventbrite.com/e/employee-engagement-1-day-workshop-by-learnerringhollywood-fl-tickets-1459224703369,USD 549.00
1458493757089,"Practical Sales Skills 1-Day Workshop by Learnerring |El Monte, CA",LearneRRing,2025-07-11 06:00,Online,Get ready to level up your sales game with Learnerring's 1-day workshop - practical skills and insider tips guaranteed!,https://www.eventbrite.com/e/practical-sales-skills-1-day-workshop-by-learnerring-el-monte-ca-tickets-1458493757089,USD 549.00
1451636246089,"Employee Engagement 1-Day Workshop by LearneRRing|El Cajon, CA",LearneRRing,2025-07-11 06:00,Online,Join us for a jam-packed day of learning how to improve your organizational skills with LearneRRing!,https://www.eventbrite.com/e/employee-engagement-1-day-workshop-by-learnerringel-cajon-ca-tickets-1451636246089,USD 549.00
1476347447959,"Employee Engagement 1-Day Workshop by LearneRRing|Rancho Cucamonga, CA",LearneRRing,2025-07-11 06:00,Online,Join us for a jam-packed day of learning how to improve your organizational skills with LearneRRing!,https://www.eventbrite.com/e/employee-engagement-1-day-workshop-by-learnerringrancho-cucamonga-ca-tickets-1476347447959,USD 549.00
1442785011809,"Employee Engagement 1-Day Workshop by LearneRRing|Buckeye, AZ",LearneRRing,2025-07-11 06:00,Online,Join us for a jam-packed day of learning how to improve your organizational skills with LearneRRing!,https://www.eventbrite.com/e/employee-engagement-1-day-workshop-by-learnerringbuckeye-az-tickets-1442785011809,USD 549.00
1465501176469,"Practical Sales Skills 1-Day Workshop by Learnerring |Glendale, AZ",LearneRRing,2025-07-11 06:00,Online,Get ready to level up your sales game with Learnerring's 1-day workshop - practical skills and insider tips guaranteed!,https://www.eventbrite.com/e/practical-sales-skills-1-day-workshop-by-learnerring-glendale-az-tickets-1465501176469,USD 549.00
1479887737059,Nursing Essentials Collection –,Training Arena,2025-07-11 06:00,Online,Join us for a hands-on nursing essentials workshop where you'll learn practical skills and tips to excel in your career!,https://www.eventbrite.com/e/nursing-essentials-collection-tickets-1479887737059,GBP 200.00
1465462761569,"Employee Engagement 1-Day Workshop by LearneRRing|Knoxville, TN",LearneRRing,2025-07-11 06:00,Online,Join us for a jam-packed day of learning how to improve your organizational skills with LearneRRing!,https://www.eventbrite.com/e/employee-engagement-1-day-workshop-by-learnerringknoxville-tn-tickets-1465462761569,USD 549.00
1459200460859,"Employee Engagement 1-Day Workshop by LearneRRing|Hialeah, FL",LearneRRing,2025-07-11 06:00,Online,Get ready to level up your sales game with Learnerring's 1-day workshop - practical skills and insider tips guaranteed!,https://www.eventbrite.com/e/employee-engagement-1-day-workshop-by-learnerringhialeah-fl-tickets-1459200460859,USD 549.00
1466077068979,"Employee Engagement 1-Day Workshop by LearneRRing|Meridian, ID",LearneRRing,2025-07-11 06:00,Online,Join us for a jam-packed day of learning how to improve your organizational skills with LearneRRing!,https://www.eventbrite.com/e/employee-engagement-1-day-workshop-by-learnerringmeridian-id-tickets-1466077068979,USD 549.00
1459228635129,"Employee Engagement 1-Day Workshop by LearneRRing|Huntington Beach, CA",LearneRRing,2025-07-11 06:00,Online,Get ready to level up your sales game with Learnerring's 1-day workshop - practical skills and insider tips guaranteed!,https://www.eventbrite.com/e/employee-engagement-1-day-workshop-by-learnerringhuntington-beach-ca-tickets-1459228635129,USD 549.00
1434630080189,"Employee Engagement 1-Day Workshop by LearneRRing|San Francisco, CA",LearneRRing,2025-07-11 06:00,Online,Join us for a jam-packed day of learning how to improve your organizational skills with LearneRRing!,https://www.eventbrite.com/e/employee-engagement-1-day-workshop-by-learnerringsan-francisco-ca-tickets-1434630080189,USD 549.00
1465463704389,"Employee Engagement 1-Day Workshop by LearneRRing|Lancaster, CA",LearneRRing,2025-07-11 06:00,Online,Join us for a jam-packed day of learning how to improve your organizational skills with LearneRRing!,https://www.eventbrite.com/e/employee-engagement-1-day-workshop-by-learnerringlancaster-ca-tickets-1465463704389,USD 549.00
1434628816409,"Employee Engagement 1-Day Workshop by LearneRRing|Plano, TX",LearneRRing,2025-07-11 06:00,Online,Join us for a jam-packed day of learning how to improve your organizational skills with LearneRRing!,https://www.eventbrite.com/e/employee-engagement-1-day-workshop-by-learnerringplano-tx-tickets-1434628816409,USD 549.00
1431794338409,"Employee Engagement 1-Day Workshop by LearneRRing|Morristown, NJ",LearneRRing,2025-07-11 06:00,Online,Join us for a jam-packed day of learning how to improve your organizational skills with LearneRRing!,https://www.eventbrite.com/e/employee-engagement-1-day-workshop-by-learnerringmorristown-nj-tickets-1431794338409,USD 549.00
1417493664709,"Practical Sales Skills 1-Day Workshop by Learnerring |Columbia, MD",LearneRRing,2025-07-11 06:00,Online,Get ready to level up your sales game with Learnerring's 1-day workshop - practical skills and insider tips guaranteed!,https://www.eventbrite.com/e/practical-sales-skills-1-day-workshop-by-learnerring-columbia-md-tickets-1417493664709,USD 549.00
1417493403929,"Practical Sales Skills 1-Day Workshop by Learnerring |Charlotte, NC",LearneRRing,2025-07-11 06:00,Online,Get ready to level up your sales game with Learnerring's 1-day workshop - practical skills and insider tips guaranteed!,https://www.eventbrite.com/e/practical-sales-skills-1-day-workshop-by-learnerring-charlotte-nc-tickets-1417493403929,USD 549.00
1431867186299,"Practical Sales Skills 1-Day Workshop by Learnerring |Raleigh, NC",LearneRRing,2025-07-11 06:00,Online,Get ready to level up your sales game with Learnerring's 1-day workshop - practical skills and insider tips guaranteed!,https://www.eventbrite.com/e/practical-sales-skills-1-day-workshop-by-learnerring-raleigh-nc-tickets-1431867186299,USD 549.00
1459122778509,"Employee Engagement 1-Day Workshop by LearneRRing|Fort Worth, TX",LearneRRing,2025-07-11 06:00,Online,Join us for a jam-packed day of learning how to improve your organizational skills with LearneRRing!,https://www.eventbrite.com/e/employee-engagement-1-day-workshop-by-learnerringfort-worth-tx-tickets-1459122778509,USD 549.00
1450331664049,"Practical Sales Skills 1-Day Workshop by Learnerring |Chico, CA",LearneRRing,2025-07-11 06:00,Online,Get ready to level up your sales game with Learnerring's 1-day workshop - practical skills and insider tips guaranteed!,https://www.eventbrite.com/e/practical-sales-skills-1-day-workshop-by-learnerring-chico-ca-tickets-1450331664049,USD 549.00
1465501206559,"Practical Sales Skills 1-Day Workshop by Learnerring |Goodyear, AZ",LearneRRing,2025-07-11 06:00,Online,Get ready to level up your sales game with Learnerring's 1-day workshop - practical skills and insider tips guaranteed!,https://www.eventbrite.com/e/practical-sales-skills-1-day-workshop-by-learnerring-goodyear-az-tickets-1465501206559,USD 549.00
1466093688689,"Practical Sales Skills 1-Day Workshop by Learnerring |Huntington Beach, CA",LearneRRing,2025-07-11 06:00,Online,Get ready to level up your sales game with Learnerring's 1-day workshop - practical skills and insider tips guaranteed!,https://www.eventbrite.com/e/practical-sales-skills-1-day-workshop-by-learnerring-huntington-beach-ca-tickets-1466093688689,USD 549.00
1459118505729,"Employee Engagement 1-Day Workshop by LearneRRing|Evansville, IN",LearneRRing,2025-07-11 06:00,Online,Join us for a jam-packed day of learning how to improve your organizational skills with LearneRRing!,https://www.eventbrite.com/e/employee-engagement-1-day-workshop-by-learnerringevansville-in-tickets-1459118505729,USD 549.00
1458493616669,"Practical Sales Skills 1-Day Workshop by Learnerring |Edison, NJ",LearneRRing,2025-07-11 06:00,Online,Get ready to level up your sales game with Learnerring's 1-day workshop - practical skills and insider tips guaranteed!,https://www.eventbrite.com/e/practical-sales-skills-1-day-workshop-by-learnerring-edison-nj-tickets-1458493616669,USD 549.00
1431866885399,"Practical Sales Skills 1-Day Workshop by Learnerring |Portland, OR",LearneRRing,2025-07-11 06:00,Online,Get ready to level up your sales game with Learnerring's 1-day workshop - practical skills and insider tips guaranteed!,https://www.eventbrite.com/e/practical-sales-skills-1-day-workshop-by-learnerring-portland-or-tickets-1431866885399,USD 549.00
1431867246479,"Practical Sales Skills 1-Day Workshop by Learnerring |Richmond, VA",LearneRRing,2025-07-11 06:00,Online,Get ready to level up your sales game with Learnerring's 1-day workshop - practical skills and insider tips guaranteed!,https://www.eventbrite.com/e/practical-sales-skills-1-day-workshop-by-learnerring-richmond-va-tickets-1431867246479,USD 549.00
1434629859529,"Employee Engagement 1-Day Workshop by LearneRRing|Sacramento, CA",LearneRRing,2025-07-11 06:00,Online,Join us for a jam-packed day of learning how to improve your organizational skills with LearneRRing!,https://www.eventbrite.com/e/employee-engagement-1-day-workshop-by-learnerringsacramento-ca-tickets-1434629859529,USD 549.00
1450352386029,"Practical Sales Skills 1-Day Workshop by Learnerring |Coral Springs, FL",LearneRRing,2025-07-11 06:00,Online,Get ready to level up your sales game with Learnerring's 1-day workshop - practical skills and insider tips guaranteed!,https://www.eventbrite.com/e/practical-sales-skills-1-day-workshop-by-learnerring-coral-springs-fl-tickets-1450352386029,USD 549.00
1414681413189,"Practical Sales Skills 1-Day Workshop by Learnerring |Bellevue, WA",LearneRRing,2025-07-11 06:00,Online,Get ready to level up your sales game with Learnerring's 1-day workshop - practical skills and insider tips guaranteed!,https://www.eventbrite.com/e/practical-sales-skills-1-day-workshop-by-learnerring-bellevue-wa-tickets-1414681413189,USD 549.00
1414744612219,"Employee Engagement Strategies 1-Day Workshop by LearneRRing|Bellevue, WA",LearneRRing,2025-07-11 06:00,Online,Join us for a jam-packed day of learning how to improve your organizational skills with LearneRRing!,https://www.eventbrite.com/e/employee-engagement-strategies-1-day-workshop-by-learnerringbellevue-wa-tickets-1414744612219,USD 549.00
1466082435029,"Practical Sales Skills 1-Day Workshop by Learnerring |Gresham, OR",LearneRRing,2025-07-11 06:00,Online,Get ready to level up your sales game with Learnerring's 1-day workshop - practical skills and insider tips guaranteed!,https://www.eventbrite.com/e/practical-sales-skills-1-day-workshop-by-learnerring-gresham-or-tickets-1466082435029,USD 549.00
1472777821109,"Employee Engagement 1-Day Workshop by LearneRRing|Palmdale, CA",LearneRRing,2025-07-11 06:00,Online,Join us for a jam-packed day of learning how to improve your organizational skills with LearneRRing!,https://www.eventbrite.com/e/employee-engagement-1-day-workshop-by-learnerringpalmdale-ca-tickets-1472777821109,USD 549.00
1466093859199,"Practical Sales Skills 1-Day Workshop by Learnerring |Inglewood, CA",LearneRRing,2025-07-11 06:00,Online,Get ready to level up your sales game with Learnerring's 1-day workshop - practical skills and insider tips guaranteed!,https://www.eventbrite.com/e/practical-sales-skills-1-day-workshop-by-learnerring-inglewood-ca-tickets-1466093859199,USD 549.00
1465462771599,"Employee Engagement 1-Day Workshop by LearneRRing|Lafayette, LA",LearneRRing,2025-07-11 06:00,Online,Join us for a jam-packed day of learning how to improve your organizational skills with LearneRRing!,https://www.eventbrite.com/e/employee-engagement-1-day-workshop-by-learnerringlafayette-la-tickets-1465462771599,USD 549.00
1450344753199,"Practical Sales Skills 1-Day Workshop by Learnerring |Clovis, CA",LearneRRing,2025-07-11 06:00,Online,Get ready to level up your sales game with Learnerring's 1-day workshop - practical skills and insider tips guaranteed!,https://www.eventbrite.com/e/practical-sales-skills-1-day-workshop-by-learnerring-clovis-ca-tickets-1450344753199,USD 549.00
1417499752919,"Employee Engagement Strategies 1-Day Workshop by LearneRRing|Columbia, MD",LearneRRing,2025-07-11 06:00,Online,Join us for a jam-packed day of learning how to improve your organizational skills with LearneRRing!,https://www.eventbrite.com/e/employee-engagement-strategies-1-day-workshop-by-learnerringcolumbia-md-tickets-1417499752919,USD 549.00
1459137372159,"Employee Engagement 1-Day Workshop by LearneRRing|Garden Grove, CA",LearneRRing,2025-07-11 06:00,Online,Join us for a jam-packed day of learning how to improve your organizational skills with LearneRRing!,https://www.eventbrite.com/e/employee-engagement-1-day-workshop-by-learnerringgarden-grove-ca-tickets-1459137372159,USD 549.00
1466076196369,"Employee Engagement 1-Day Workshop by LearneRRing|Lubbock, TX",LearneRRing,2025-07-11 06:00,Online,Join us for a jam-packed day of learning how to improve your organizational skills with LearneRRing!,https://www.eventbrite.com/e/employee-engagement-1-day-workshop-by-learnerringlubbock-tx-tickets-1466076196369,USD 549.00
1451609907309,"Employee Engagement 1-Day Workshop by LearneRRing|Dearborn, MI",LearneRRing,2025-07-11 06:00,Online,Join us for a jam-packed day of learning how to improve your organizational skills with LearneRRing!,https://www.eventbrite.com/e/employee-engagement-1-day-workshop-by-learnerringdearborn-mi-tickets-1451609907309,USD 549.00
1459122628059,"Employee Engagement 1-Day Workshop by LearneRRing|Fontana, CA",LearneRRing,2025-07-11 06:00,Online,Join us for a jam-packed day of learning how to improve your organizational skills with LearneRRing!,https://www.eventbrite.com/e/employee-engagement-1-day-workshop-by-learnerringfontana-ca-tickets-1459122628059,USD 549.00
1479465684689,All-in-One Career Training,Training Arena,2025-07-11 06:00,Online,Get ready to level up your career skills at this all-in-one training event - it's time to shine!,https://www.eventbrite.com/e/all-in-one-career-training-tickets-1479465684689,GBP 200.00
1459137522609,"Employee Engagement 1-Day Workshop by LearneRRing|Glendale, CA",LearneRRing,2025-07-11 06:00,Online,Join us for a jam-packed day of learning how to improve your organizational skills with LearneRRing!,https://www.eventbrite.com/e/employee-engagement-1-day-workshop-by-learnerringglendale-ca-tickets-1459137522609,USD 549.00
1436640413149,"Employee Engagement 1-Day Workshop by LearneRRing|Houston, TX",LearneRRing,2025-07-11 06:00,Online,Join us for a jam-packed day of learning how to improve your organizational skills with LearneRRing!,https://www.eventbrite.com/e/employee-engagement-1-day-workshop-by-learnerringhouston-tx-tickets-1436640413149,USD 549.00
1459137472459,"Employee Engagement 1-Day Workshop by LearneRRing|Glendale, AZ",LearneRRing,2025-07-11 06:00,Online,Join us for a jam-packed day of learning how to improve your organizational skills with LearneRRing!,https://www.eventbrite.com/e/employee-engagement-1-day-workshop-by-learnerringglendale-az-tickets-1459137472459,USD 549.00
1450320320119,"Practical Sales Skills 1-Day Workshop by Learnerring |Chandler, AZ",LearneRRing,2025-07-11 06:00,Online,Get ready to level up your sales game with Learnerring's 1-day workshop - practical skills and insider tips guaranteed!,https://www.eventbrite.com/e/practical-sales-skills-1-day-workshop-by-learnerring-chandler-az-tickets-1450320320119,USD 549.00
1479873444309,Mental Health Starter Pack,Training Arena,2025-07-11 06:00,Online,Get ready to kickstart your mental health journey with the ultimate starter pack - join us for a day of self-care and growth!,https://www.eventbrite.com/e/mental-health-starter-pack-tickets-1479873444309,GBP 200.00
1458496124169,"Practical Sales Skills 1-Day Workshop by Learnerring |Elk Grove, CA",LearneRRing,2025-07-11 06:00,Online,Get ready to level up your sales game with Learnerring's 1-day workshop - practical skills and insider tips guaranteed!,https://www.eventbrite.com/e/practical-sales-skills-1-day-workshop-by-learnerring-elk-grove-ca-tickets-1458496124169,USD 549.00
1450277100849,"Employee Engagement 1-Day Workshop by LearneRRing|College Station, TX",LearneRRing,2025-07-11 06:00,Online,Join us for a jam-packed day of learning how to improve your organizational skills with LearneRRing!,https://www.eventbrite.com/e/employee-engagement-1-day-workshop-by-learnerringcollege-station-tx-tickets-1450277100849,USD 549.00
1450344963829,"Practical Sales Skills 1-Day Workshop by Learnerring |Columbus, GA",LearneRRing,2025-07-11 06:00,Online,Get ready to level up your sales game with Learnerring's 1-day workshop - practical skills and insider tips guaranteed!,https://www.eventbrite.com/e/practical-sales-skills-1-day-workshop-by-learnerring-columbus-ga-tickets-1450344963829,USD 549.00
1465463654239,"Employee Engagement 1-Day Workshop by LearneRRing|Lakewood, NJ",LearneRRing,2025-07-11 06:00,Online,Join us for a jam-packed day of learning how to improve your organizational skills with LearneRRing!,https://www.eventbrite.com/e/employee-engagement-1-day-workshop-by-learnerringlakewood-nj-tickets-1465463654239,USD 549.00
1476293777429,"Employee Engagement 1-Day Workshop by LearneRRing|Pembroke Pines, FL",LearneRRing,2025-07-11 06:00,Online,Join us for a jam-packed day of learning how to improve your organizational skills with LearneRRing!,https://www.eventbrite.com/e/employee-engagement-1-day-workshop-by-learnerringpembroke-pines-fl-tickets-1476293777429,USD 549.00
1466082495209,"Practical Sales Skills 1-Day Workshop by Learnerring |Hesperia, CA",LearneRRing,2025-07-11 06:00,Online,Get ready to level up your sales game with Learnerring's 1-day workshop - practical skills and insider tips guaranteed!,https://www.eventbrite.com/e/practical-sales-skills-1-day-workshop-by-learnerring-hesperia-ca-tickets-1466082495209,USD 549.00
1478476255279,"Employee Engagement 1-Day Workshop by LearneRRing|Roseville, CA",LearneRRing,2025-07-11 06:00,Online,Join us for a jam-packed day of learning how to improve your organizational skills with LearneRRing!,https://www.eventbrite.com/e/employee-engagement-1-day-workshop-by-learnerringroseville-ca-tickets-1478476255279,USD 549.00
1466078683809,"Employee Engagement 1-Day Workshop by LearneRRing|Modesto, CA",LearneRRing,2025-07-11 06:00,Online,Join us for a jam-packed day of learning how to improve your organizational skills with LearneRRing!,https://www.eventbrite.com/e/employee-engagement-1-day-workshop-by-learnerringmodesto-ca-tickets-1466078683809,USD 549.00
1465463222949,"Employee Engagement 1-Day Workshop by LearneRRing|Lakeland, FL",LearneRRing,2025-07-11 06:00,Online,Join us for a jam-packed day of learning how to improve your organizational skills with LearneRRing!,https://www.eventbrite.com/e/employee-engagement-1-day-workshop-by-learnerringlakeland-fl-tickets-1465463222949,USD 549.00
1465500835449,"Practical Sales Skills 1-Day Workshop by Learnerring |Gainesville, FL",LearneRRing,2025-07-11 06:00,Online,Get ready to level up your sales game with Learnerring's 1-day workshop - practical skills and insider tips guaranteed!,https://www.eventbrite.com/e/practical-sales-skills-1-day-workshop-by-learnerring-gainesville-fl-tickets-1465500835449,USD 549.00
1417499592439,"Employee Engagement Strategies 1-Day Workshop by LearneRRing|Cleveland, OH",LearneRRing,2025-07-11 06:00,Online,Join us for a jam-packed day of learning how to improve your organizational skills with LearneRRing!,https://www.eventbrite.com/e/employee-engagement-strategies-1-day-workshop-by-learnerringcleveland-oh-tickets-1417499592439,USD 549.00
1428254671169,"Practical Sales Skills 1-Day Workshop by Learnerring |Miami, FL",LearneRRing,2025-07-11 06:00,Online,Get ready to level up your sales game with Learnerring's 1-day workshop - practical skills and insider tips guaranteed!,https://www.eventbrite.com/e/practical-sales-skills-1-day-workshop-by-learnerring-miami-fl-tickets-1428254671169,USD 549.00
